"","OBP","SLG","BA","Playoffs.x","BatAge","Num.Bat","Num.P","WAR","RA.G","ERA","FIP","WHIP","H9","HR9","BB9","SO9","SO.W","LOB","ERAP","SV.G","CG.G","tSho.G","cSho.G","RS.G","win_adj"
"668",0.326,0.401,0.252,0,29.4,37,16,5.6,4.96,4.38,4.57,1.362,9.1,1.3,3.1,5.8,1.87,6.45679012345679,99,0.222222222222222,0.123456790123457,0.0432098765432099,0.0185185185185185,4.75308641975309,75
"669",0.326,0.432,0.264,0,28.9,36,15,6.6,4.98,4.55,4.25,1.5,9.6,1,3.9,6.4,1.63,7.48447204968944,94,0.298136645962733,0.0683229813664596,0.031055900621118,0.0248447204968944,4.47204968944099,76.472049689441
"670",0.319,0.415,0.258,0,27.7,36,18,4.2,4.6,4.3,4.66,1.363,8.9,1.2,3.3,4.9,1.47,6.78395061728395,108,0.228395061728395,0.179012345679012,0.0740740740740741,0.0493827160493827,4.61728395061728,77
"671",0.33,0.427,0.266,0,28.9,37,18,7.9,4.64,4.24,4.17,1.357,9.2,1.1,3,5.7,1.89,6.66049382716049,100,0.271604938271605,0.0432098765432099,0.037037037037037,0.0123456790123457,4.83333333333333,84
"672",0.324,0.422,0.263,0,27.7,44,21,4.9,5.91,5.28,5.06,1.527,9.9,1.4,3.8,5.4,1.4,7.22222222222222,86,0.154320987654321,0.148148148148148,0.0493827160493827,0.0246913580246914,4.58024691358025,61
"673",0.349,0.451,0.272,1,31.1,37,14,8.2,4.54,4.02,4.37,1.369,8.8,1.1,3.5,6,1.73,7.18518518518519,106,0.191358024691358,0.203703703703704,0.0617283950617284,0.0493827160493827,5.53086419753086,98
"674",0.318,0.373,0.253,0,29.9,43,17,5.6,4.19,3.84,3.71,1.31,8.5,0.9,3.3,7.1,2.17,6.8641975308642,102,0.203703703703704,0.0802469135802469,0.0802469135802469,0.0246913580246914,4,76
"675",0.328,0.412,0.262,0,29.3,38,15,8,4.27,3.86,3.97,1.385,9,0.8,3.5,5.8,1.68,7.10493827160494,118,0.160493827160494,0.271604938271605,0.0679012345679012,0.0679012345679012,4.41358024691358,83
"676",0.309,0.371,0.252,0,28.2,48,18,7.5,4.17,3.72,3.75,1.361,8.8,0.8,3.5,6.8,1.94,7.39506172839506,108,0.197530864197531,0.179012345679012,0.0493827160493827,0.0432098765432099,3.91975308641975,73
"677",0.346,0.428,0.276,0,27.4,37,17,6.5,5.04,4.62,4.09,1.419,9.5,1,3.3,6.4,1.96,7.01234567901235,99,0.277777777777778,0.172839506172839,0.037037037037037,0.0308641975308642,5.32098765432099,91
"678",0.328,0.43,0.261,1,27.8,36,17,8.1,4.98,4.63,4.69,1.422,9.2,1.3,3.6,6.2,1.76,6.89506172839506,99,0.240740740740741,0.0987654320987654,0.0246913580246914,0.0123456790123457,4.85185185185185,85
"679",0.328,0.401,0.265,0,27.5,41,21,6.7,4.44,3.92,3.75,1.292,8.9,0.9,2.8,6.3,2.27,6.66666666666667,108,0.308641975308642,0.0987654320987654,0.0493827160493827,0.037037037037037,4.57407407407407,91
"680",0.339,0.434,0.268,0,28,39,18,6.4,4.31,3.84,3.78,1.318,8.7,0.8,3.2,6.4,2.02,6.98148148148148,99,0.314814814814815,0.0987654320987654,0.0432098765432099,0.0308641975308642,5.08024691358025,92
"681",0.336,0.418,0.262,0,29.8,48,22,5.1,4.68,4.36,4.43,1.395,9.2,1.1,3.4,5.6,1.66,6.96296296296296,101,0.290123456790123,0.117283950617284,0.0617283950617284,0.0185185185185185,4.8641975308642,89
"682",0.333,0.428,0.26,0,27.7,45,22,5.2,4.87,4.32,4.19,1.365,9,1.1,3.3,6.5,1.96,6.8641975308642,95,0.246913580246914,0.111111111111111,0.037037037037037,0.0123456790123457,4.97530864197531,81
"683",0.327,0.41,0.254,0,28.6,38,18,6.1,4.62,4.18,4.45,1.409,9,1,3.6,5.4,1.49,7.22839506172839,102,0.296296296296296,0.0802469135802469,0.0432098765432099,0.0308641975308642,4.33333333333333,80
"684",0.33,0.403,0.264,0,26.4,49,22,5.8,4.59,4.2,4.29,1.342,8.6,1,3.5,5.7,1.63,6.49382716049383,98,0.240740740740741,0.154320987654321,0.0802469135802469,0.0617283950617284,4.46296296296296,80
"685",0.332,0.378,0.26,0,26.5,39,19,8.5,4.71,4.27,4.54,1.398,8.8,1.1,3.8,5.6,1.49,7.05555555555556,93,0.203703703703704,0.0864197530864197,0.0617283950617284,0.037037037037037,4.12345679012346,65
"686",0.335,0.428,0.272,0,26.8,41,18,5.9,4.94,4.49,4.5,1.398,9.5,1.3,3.1,5.8,1.85,6.62962962962963,105,0.203703703703704,0.240740740740741,0.0617283950617284,0.037037037037037,4.69135802469136,78
"687",0.324,0.43,0.26,1,27.9,46,20,4.2,4.13,3.68,3.92,1.328,8.6,0.9,3.3,6.4,1.9,6.91358024691358,106,0.234567901234568,0.117283950617284,0.0617283950617284,0.0493827160493827,4.83333333333333,90
"688",0.34,0.378,0.263,1,28.1,39,18,6.4,4.28,3.91,3.97,1.376,9.1,0.8,3.3,5.4,1.64,7.17901234567901,106,0.296296296296296,0.0617283950617284,0.0432098765432099,0.0246913580246914,4.92592592592593,95
"689",0.333,0.43,0.266,0,26.3,39,19,3.3,5.24,4.63,4.83,1.487,8.6,1.2,4.7,6.9,1.45,7.45679012345679,97,0.166666666666667,0.123456790123457,0.0185185185185185,0,5.08024691358025,75
"690",0.336,0.446,0.269,0,27.8,38,15,7.4,4.04,3.74,4.04,1.3,8.2,1,3.5,6.6,1.88,6.7037037037037,121,0.265432098765432,0.111111111111111,0.0493827160493827,0.0185185185185185,5.21604938271605,96
"691",0.319,0.381,0.25,0,29.7,36,16,3.7,4.47,3.97,3.8,1.417,9.1,0.7,3.6,5.9,1.62,7.03105590062112,99,0.242236024844721,0.105590062111801,0.031055900621118,0.0124223602484472,3.81987577639752,72.4472049689441
"692",0.327,0.395,0.258,0,29.8,41,17,6.6,4.69,4.3,4.21,1.382,9.1,1.1,3.4,6,1.78,6.75308641975309,97,0.240740740740741,0.104938271604938,0.037037037037037,0.0123456790123457,4.37037037037037,73
"693",0.346,0.415,0.271,1,30.5,38,16,8.9,4.32,3.93,3.89,1.359,9.2,1.1,3,6.5,2.18,6.93788819875776,107,0.254658385093168,0.22360248447205,0.0372670807453416,0.031055900621118,4.93167701863354,95.5900621118012
"694",0.338,0.404,0.255,1,31.7,38,19,6.2,4.22,3.84,3.87,1.26,8.4,0.9,3,5.9,2,6.25925925925926,107,0.246913580246914,0.179012345679012,0.0740740740740741,0.0493827160493827,4.85185185185185,92
"695",0.318,0.398,0.256,0,29.8,39,18,4,4.88,4.49,3.92,1.455,9.6,0.9,3.5,6,1.73,7.075,90,0.2625,0.06875,0.0375,0.025,4.25,70.875
"696",0.31,0.363,0.247,0,27.3,47,18,2.8,4.31,3.93,4.05,1.333,8.5,0.9,3.5,5.6,1.6,6.72222222222222,111,0.234567901234568,0.111111111111111,0.0493827160493827,0.0246913580246914,3.97530864197531,72
"697",0.325,0.387,0.254,0,30.8,34,15,5.3,4.43,3.91,3.82,1.355,9,0.8,3.2,5.7,1.76,6.90740740740741,98,0.277777777777778,0.0864197530864197,0.0493827160493827,0.037037037037037,4.51851851851852,86
"698",0.337,0.43,0.284,0,27.6,36,18,5.7,5.16,4.58,4.61,1.487,9.6,1,3.8,4.6,1.23,7.69938650306749,90,0.208588957055215,0.190184049079755,0.0429447852760736,0.0368098159509202,5.09815950920245,83.4846625766871
"699",0.338,0.424,0.263,0,30.4,40,16,6.3,4.41,4.02,4.45,1.347,8.6,1.1,3.6,5.5,1.54,6.87037037037037,103,0.234567901234568,0.203703703703704,0.0740740740740741,0.0617283950617284,4.92592592592593,87
"700",0.322,0.381,0.255,1,29.9,40,19,8.2,3.51,3.15,3.34,1.185,7.4,0.7,3.2,7.2,2.22,6.61728395061728,114,0.314814814814815,0.111111111111111,0.117283950617284,0.0679012345679012,4.03703703703704,96
"701",0.313,0.39,0.252,0,30.8,36,13,4,4.15,3.82,3.71,1.313,8.8,0.8,3,5.5,1.85,6.77777777777778,111,0.191358024691358,0.148148148148148,0.0802469135802469,0.0493827160493827,4.03703703703704,76
"702",0.313,0.37,0.251,0,28,38,14,6.2,4.19,3.76,3.44,1.325,8.8,0.7,3.1,6.5,2.11,7.14197530864198,92,0.154320987654321,0.216049382716049,0.0864197530864197,0.0432098765432099,3.93827160493827,73
"703",0.321,0.385,0.255,0,29.1,39,17,9.4,4.56,4.01,3.97,1.377,9.3,1,3.1,6,1.93,6.96273291925466,108,0.198757763975155,0.180124223602484,0.0745341614906832,0.062111801242236,4.14285714285714,77.4782608695652
"704",0.325,0.428,0.261,0,26.8,38,18,5.8,5.18,4.77,4.43,1.453,9.9,1.3,3.2,5.9,1.86,6.95679012345679,90,0.148148148148148,0.240740740740741,0.037037037037037,0.0308641975308642,4.57407407407407,71
"705",0.322,0.379,0.254,0,27.4,43,20,5.5,4.27,3.78,3.62,1.307,8.3,0.7,3.5,6.5,1.86,6.96273291925466,99,0.31055900621118,0.093167701863354,0.0559006211180124,0.0434782608695652,3.95652173913043,78.4844720496894
"706",0.339,0.401,0.263,1,28,36,15,5.5,3.57,3.11,3.31,1.222,7.9,0.6,3.1,6.6,2.13,7.00617283950617,115,0.283950617283951,0.166666666666667,0.0679012345679012,0.0432098765432099,4.83333333333333,108
"707",0.347,0.43,0.271,0,29.2,43,18,7.2,4.56,4.11,4.2,1.353,9.1,1.1,3.1,5.5,1.78,6.82098765432099,100,0.358024691358025,0.0802469135802469,0.0493827160493827,0.0185185185185185,4.91975308641975,90
"708",0.322,0.39,0.252,0,28.5,44,21,4.4,4.69,4.31,4.43,1.396,8.4,1,4.2,5.9,1.4,7.09259259259259,90,0.228395061728395,0.135802469135802,0.0493827160493827,0.0246913580246914,4.51234567901235,76
"709",0.327,0.4,0.253,0,27.8,42,22,6.1,4.43,3.85,3.92,1.396,9.1,0.8,3.4,5.4,1.58,7.30434782608696,101,0.242236024844721,0.136645962732919,0.0683229813664596,0.0248447204968944,4.59006211180124,86.5341614906832
"710",0.321,0.374,0.25,0,27.2,39,18,7.7,4.32,3.9,3.99,1.356,8.7,0.9,3.5,5.7,1.62,7.09259259259259,99,0.185185185185185,0.104938271604938,0.0555555555555556,0.0246913580246914,4.09259259259259,64
"711",0.321,0.388,0.261,0,29.2,39,19,6.6,4.46,3.99,4.15,1.395,8.8,0.9,3.8,5.8,1.54,7.15432098765432,92,0.197530864197531,0.0802469135802469,0.0432098765432099,0.0246913580246914,4.04938271604938,74
"712",0.326,0.399,0.253,0,26.7,40,17,4.7,5.15,4.65,4.32,1.511,9.9,1.1,3.7,5.9,1.61,7.35185185185185,91,0.166666666666667,0.203703703703704,0.0308641975308642,0.0185185185185185,4.4320987654321,67
"713",0.322,0.375,0.253,0,26.9,40,18,4.1,3.81,3.33,3.76,1.27,7.8,0.7,3.6,6.1,1.68,6.75308641975309,106,0.216049382716049,0.111111111111111,0.0617283950617284,0.0185185185185185,4.30864197530864,83
"714",0.309,0.327,0.236,0,27.4,38,17,5.6,3.8,3.37,3.97,1.261,8.4,0.8,3,4.7,1.57,6.52795031055901,108,0.285714285714286,0.105590062111801,0.0248447204968944,0,3.73291925465838,79.4906832298137
"715",0.331,0.428,0.267,0,27.2,37,16,4.7,4.59,4.11,4.22,1.442,8.4,0.9,4.6,6.6,1.44,7.51234567901235,105,0.253086419753086,0.0925925925925926,0.0493827160493827,0.0308641975308642,4.75925925925926,87
"716",0.329,0.427,0.269,0,28.4,36,18,7.6,4.5,4.08,3.94,1.324,8.9,1,3,6.1,2.06,6.76687116564417,104,0.269938650306748,0.098159509202454,0.0736196319018405,0.0429447852760736,4.96319018404908,85.4723926380368
"717",0.315,0.363,0.246,0,28.1,33,14,5,4.82,4.19,4.19,1.478,9.3,0.8,4,4.8,1.21,7.53703703703704,91,0.179012345679012,0.0555555555555556,0.0555555555555556,0.0185185185185185,3.90123456790123,66
"718",0.336,0.43,0.263,0,29.6,38,15,5.6,4.75,4.38,4.27,1.435,9.3,1,3.6,5,1.4,7.05590062111801,92,0.204968944099379,0.198757763975155,0.0372670807453416,0.0372670807453416,5.08074534161491,83.5155279503106
"719",0.347,0.429,0.282,0,29.4,36,17,9.1,4.42,4.06,3.77,1.387,9.2,0.8,3.3,5.6,1.69,7.22085889570552,106,0.177914110429448,0.214723926380368,0.049079754601227,0.0306748466257669,4.9079754601227,80.5030674846626
"720",0.333,0.386,0.251,0,32.1,41,19,3.8,4.34,3.91,4.27,1.35,9,1.1,3.2,4.7,1.49,6.72222222222222,107,0.253086419753086,0.135802469135802,0.0493827160493827,0.0308641975308642,4.51851851851852,90
"721",0.324,0.39,0.254,0,30.2,40,20,5.8,4.5,4.16,4.08,1.394,9.3,1,3.2,5.1,1.58,7.03086419753086,95,0.259259259259259,0.123456790123457,0.0493827160493827,0.037037037037037,4.23456790123457,77
"722",0.315,0.392,0.253,0,27.7,42,19,5,4.42,4.07,3.97,1.364,8.7,1,3.5,6.3,1.8,7.03067484662577,107,0.239263803680982,0.122699386503067,0.049079754601227,0.0368098159509202,4.51533742331288,84.478527607362
"723",0.327,0.376,0.255,0,31.5,37,15,4.7,4.11,3.71,3.74,1.297,8.4,0.8,3.3,5.6,1.7,6.66666666666667,101,0.277777777777778,0.148148148148148,0.0679012345679012,0.0432098765432099,4.17901234567901,89
"724",0.324,0.385,0.265,0,28,38,19,4.7,5.31,4.91,4.5,1.48,9.9,1.1,3.5,4.4,1.28,7.02469135802469,85,0.172839506172839,0.148148148148148,0.0432098765432099,0.0308641975308642,4.5,60
"725",0.318,0.424,0.253,0,29.5,36,14,5.4,4.27,3.78,3.84,1.284,8.1,0.9,3.4,5.8,1.7,6.70186335403727,108,0.248447204968944,0.192546583850932,0.0683229813664596,0.0434782608695652,4.52795031055901,84.5217391304348
"726",0.319,0.388,0.261,0,29.9,38,16,5.3,4.27,3.66,3.67,1.328,8.6,0.7,3.4,5.6,1.67,6.91358024691358,95,0.259259259259259,0.104938271604938,0.0555555555555556,0.0185185185185185,4.35802469135802,83
"727",0.313,0.401,0.252,1,30.7,35,14,8.3,3.94,3.49,3.45,1.298,8.8,0.6,2.9,5.2,1.83,7.05555555555556,118,0.253086419753086,0.166666666666667,0.0679012345679012,0.0555555555555556,4.24074074074074,91
"728",0.328,0.382,0.261,1,27.7,41,14,7.9,3.57,2.96,3.24,1.189,7.9,0.6,2.8,6,2.12,6.59876543209877,115,0.222222222222222,0.228395061728395,0.12962962962963,0.0987654320987654,4.20987654320988,95
"729",0.319,0.379,0.263,0,29.9,39,17,3.7,4.98,4.39,4.3,1.398,9.5,1.1,3.1,4.9,1.56,6.82608695652174,95,0.229813664596273,0.211180124223602,0.031055900621118,0.031055900621118,4.28571428571429,71.4409937888199
"730",0.326,0.407,0.264,0,26.4,36,17,2.9,4.83,4.48,4.14,1.353,9.3,1,2.9,4.8,1.66,6.20987654320988,98,0.209876543209877,0.253086419753086,0.0432098765432099,0.037037037037037,4.35185185185185,77
"731",0.31,0.375,0.247,0,27.7,44,20,7.6,3.95,3.55,3.47,1.273,8.3,0.6,3.1,5.4,1.71,6.84472049689441,97,0.329192546583851,0.0807453416149068,0.0807453416149068,0.031055900621118,3.93167701863354,84.5217391304348
"732",0.323,0.385,0.257,0,28.1,38,17,13.2,3.51,3.11,3.33,1.224,7.9,0.7,3.1,6.3,2.02,6.87654320987654,113,0.228395061728395,0.197530864197531,0.117283950617284,0.0740740740740741,4.29012345679012,98
"733",0.344,0.425,0.267,0,28.8,39,17,9.9,4.1,3.69,3.95,1.313,8.6,1,3.2,5.7,1.75,6.73291925465838,110,0.304347826086957,0.15527950310559,0.0559006211180124,0.031055900621118,5.2111801242236,97.6024844720497
"734",0.325,0.401,0.264,0,29.5,36,17,4.7,4.86,4.41,4.45,1.416,9,1.1,3.8,4.9,1.29,7.29012345679012,87,0.253086419753086,0.0617283950617284,0.037037037037037,0.00617283950617284,4.67283950617284,77
"735",0.312,0.383,0.245,0,27.9,37,17,5,4.15,3.68,3.77,1.396,8.9,0.7,3.7,5.6,1.51,7.57407407407407,101,0.185185185185185,0.148148148148148,0.0555555555555556,0.0432098765432099,4.11728395061728,75
"736",0.311,0.347,0.247,0,28.2,43,18,6.4,4.4,3.97,3.59,1.377,8.8,0.7,3.6,6,1.65,7.2111801242236,91,0.180124223602484,0.093167701863354,0.0372670807453416,0.0124223602484472,3.52795031055901,57.3540372670807
"737",0.32,0.368,0.255,0,29.7,33,15,5.2,3.84,3.4,3.79,1.269,8.7,0.8,2.7,4.5,1.64,6.62345679012346,104,0.271604938271605,0.160493827160494,0.117283950617284,0.0617283950617284,4.01234567901235,83
"738",0.326,0.412,0.255,0,26.9,42,21,6.3,5.05,4.68,4.29,1.462,9.2,1,4,5.5,1.36,7.07407407407407,90,0.185185185185185,0.141975308641975,0.0493827160493827,0.0308641975308642,4.43827160493827,74
"739",0.299,0.348,0.233,0,27.7,36,15,3.5,4.16,3.61,3.67,1.326,8.4,0.8,3.6,6.1,1.72,7.09876543209877,96,0.148148148148148,0.0802469135802469,0.0308641975308642,0.0246913580246914,3.4320987654321,62
"740",0.335,0.379,0.264,1,27.7,37,16,8.3,3.53,3.1,3.45,1.227,8.3,0.6,2.8,4.9,1.76,6.69135802469136,115,0.271604938271605,0.228395061728395,0.123456790123457,0.104938271604938,4.61111111111111,101
"741",0.322,0.381,0.253,0,29.1,43,20,6.3,4.88,4.56,4.2,1.403,9.4,1.1,3.2,5.5,1.72,6.78260869565217,93,0.204968944099379,0.111801242236025,0.031055900621118,0.0186335403726708,3.83229813664596,62.3850931677019
"742",0.331,0.425,0.269,1,27.8,40,15,6.9,3.65,3.31,3.92,1.24,8.2,0.9,3,5.1,1.7,6.6583850931677,128,0.291925465838509,0.111801242236025,0.0559006211180124,0.0186335403726708,4.71428571428571,99.6149068322981
"743",0.317,0.361,0.247,0,27.8,38,15,5.5,4.04,3.57,3.8,1.331,8.7,0.8,3.3,5.3,1.64,6.98148148148148,108,0.302469135802469,0.104938271604938,0.0432098765432099,0.0185185185185185,3.90123456790123,80
"744",0.328,0.391,0.252,0,29.9,37,15,10,4.12,3.71,4.13,1.324,8.7,0.9,3.2,4.5,1.39,6.66666666666667,105,0.197530864197531,0.296296296296296,0.0802469135802469,0.0679012345679012,4.2037037037037,85
"745",0.341,0.441,0.283,0,29,33,14,6.2,4.72,4.18,3.89,1.415,9.5,0.9,3.2,5.8,1.79,7.29012345679012,99,0.197530864197531,0.246913580246914,0.0740740740740741,0.0679012345679012,5,86
"746",0.319,0.381,0.249,0,31.7,37,18,4.6,4.3,3.96,4.04,1.372,9.4,0.9,2.9,4.7,1.59,7.17901234567901,102,0.160493827160494,0.222222222222222,0.0740740740740741,0.0679012345679012,4.2962962962963,81
"747",0.331,0.397,0.26,1,29.5,40,18,8.5,4.09,3.75,3.41,1.325,9.2,0.6,2.8,5.5,1.99,6.7888198757764,104,0.31055900621118,0.118012422360248,0.0496894409937888,0.031055900621118,4.73291925465838,96.5962732919255
"748",0.314,0.395,0.247,0,28.7,40,18,4.3,4.54,4.13,4.07,1.306,8.8,1,3,5.2,1.74,6.44444444444444,101,0.197530864197531,0.265432098765432,0.0555555555555556,0.037037037037037,4.19135802469136,74
"749",0.313,0.356,0.244,0,29.3,43,20,4.9,4.61,4.16,3.83,1.384,8.9,0.8,3.6,5.8,1.64,7.2037037037037,91,0.154320987654321,0.154320987654321,0.037037037037037,0.0246913580246914,3.87037037037037,70
"750",0.335,0.384,0.265,0,27.4,40,19,7.2,4.7,4.26,4.09,1.409,9.3,0.9,3.3,4.9,1.47,7.30674846625767,97,0.214723926380368,0.128834355828221,0.0429447852760736,0.0306748466257669,4.66871165644172,74.5398773006135
"751",0.342,0.432,0.271,1,28.6,35,14,6.7,3.97,3.49,3.74,1.262,8.3,0.8,3,5.6,1.87,6.74074074074074,113,0.314814814814815,0.117283950617284,0.0493827160493827,0.0246913580246914,5.11728395061728,104
"752",0.323,0.371,0.264,0,30.1,36,14,6.3,3.89,3.32,3.35,1.278,8.4,0.6,3.1,5.9,1.89,6.7037037037037,100,0.179012345679012,0.148148148148148,0.0802469135802469,0.0432098765432099,4.27777777777778,80
"753",0.317,0.399,0.268,1,29.4,36,13,4.7,4.23,3.92,3.95,1.287,8.9,0.8,2.7,4.5,1.67,6.53086419753086,102,0.308641975308642,0.111111111111111,0.0555555555555556,0.0246913580246914,4.15432098765432,84
"754",0.306,0.348,0.244,0,26.8,38,13,5.1,3.7,3.17,3.09,1.287,8.5,0.5,3.1,6.4,2.07,7.11111111111111,111,0.166666666666667,0.240740740740741,0.0987654320987654,0.0802469135802469,3.58024691358025,79
"755",0.317,0.37,0.262,0,29.7,36,18,5.9,4.56,4.06,3.97,1.404,9.6,0.9,3,4.9,1.64,7.26086956521739,96,0.254658385093168,0.0807453416149068,0.0434782608695652,0.0124223602484472,3.98136645962733,67.416149068323
"756",0.318,0.385,0.265,0,25.8,39,16,5.5,4.17,3.85,4.25,1.316,8.9,1,2.9,4.5,1.54,6.72839506172839,109,0.234567901234568,0.197530864197531,0.0555555555555556,0.037037037037037,4.15432098765432,81
"757",0.312,0.362,0.251,0,28.8,43,16,7.4,3.63,3.31,3.64,1.263,8.4,0.7,3,5.4,1.82,6.69565217391304,105,0.298136645962733,0.118012422360248,0.062111801242236,0.031055900621118,3.6832298136646,78.4844720496894
"758",0.32,0.369,0.257,0,27.2,40,16,6.3,4.17,3.6,3.53,1.348,8.6,0.6,3.6,6.4,1.79,7.01851851851852,98,0.308641975308642,0.0740740740740741,0.0925925925925926,0.037037037037037,4.02469135802469,90
"759",0.339,0.404,0.276,0,29.5,41,17,6.3,4.19,3.78,3.58,1.367,9.1,0.7,3.2,6.1,1.92,7.32716049382716,101,0.265432098765432,0.0925925925925926,0.0740740740740741,0.0185185185185185,4.67901234567901,87
"760",0.327,0.404,0.259,0,29.8,37,20,6,4.91,4.48,4.52,1.501,9.8,1,3.7,4.4,1.17,7.58641975308642,83,0.271604938271605,0.0925925925925926,0.037037037037037,0.0123456790123457,4.55555555555556,77
"761",0.333,0.407,0.266,0,28.8,39,16,7,4.26,3.62,3.39,1.278,8.7,0.6,2.8,5.6,2.02,6.87654320987654,101,0.216049382716049,0.0679012345679012,0.037037037037037,0.0123456790123457,4.44444444444444,81
"762",0.31,0.363,0.255,0,28.3,37,17,6.5,3.5,3.11,3.36,1.256,8.2,0.6,3.1,6.1,1.98,6.90123456790123,117,0.209876543209877,0.166666666666667,0.0802469135802469,0.0493827160493827,3.7962962962963,75
"763",0.317,0.371,0.259,1,28.3,31,13,6.3,3.91,3.48,3.94,1.294,8.2,0.8,3.5,5,1.44,7.08024691358025,104,0.271604938271605,0.0802469135802469,0.104938271604938,0.0432098765432099,4.23456790123457,92
"764",0.324,0.384,0.258,0,27,40,15,5.9,4.78,4.31,4.03,1.467,9.3,0.9,3.9,6.1,1.57,7.41975308641975,92,0.216049382716049,0.160493827160494,0.0246913580246914,0.0246913580246914,4.20987654320988,74
"765",0.328,0.375,0.265,0,29,39,16,5.1,4.98,4.39,3.91,1.463,9.8,0.8,3.4,5.3,1.56,7.64197530864198,81,0.234567901234568,0.0555555555555556,0.0432098765432099,0.0185185185185185,4.20987654320988,66
"766",0.317,0.351,0.252,0,28.2,41,17,5,3.98,3.58,3.57,1.326,8.9,0.6,3.1,5,1.64,6.66049382716049,98,0.314814814814815,0.117283950617284,0.0740740740740741,0.0555555555555556,4.02469135802469,84
"767",0.313,0.377,0.261,0,28.4,35,14,6.1,4.43,3.91,4.06,1.363,9,0.9,3.2,5.4,1.67,7.19254658385093,106,0.130434782608696,0.236024844720497,0.0372670807453416,0.0186335403726708,4.07453416149068,69.4285714285714
"768",0.331,0.421,0.273,0,27.7,33,13,7.9,4.27,3.86,3.97,1.339,8.8,0.9,3.2,5.4,1.66,7.03680981595092,107,0.202453987730061,0.208588957055215,0.0613496932515337,0.0429447852760736,4.60122699386503,88.4539877300613
"769",0.341,0.4,0.272,0,27.7,40,17,7.1,3.95,3.67,3.88,1.355,8.8,0.8,3.4,5.6,1.66,7.10493827160494,106,0.296296296296296,0.111111111111111,0.0246913580246914,0.0246913580246914,4.60493827160494,88
"770",0.34,0.421,0.269,1,29.7,37,14,8.2,4.02,3.63,3.81,1.31,9,0.8,2.8,4.8,1.71,6.76543209876543,109,0.234567901234568,0.222222222222222,0.0925925925925926,0.0555555555555556,4.9320987654321,98
"771",0.335,0.409,0.27,0,29.1,31,12,7.8,4.78,4.34,4.2,1.428,9.8,1,3.1,4.8,1.56,7.04320987654321,101,0.259259259259259,0.179012345679012,0.0432098765432099,0.0308641975308642,4.46913580246914,78
"772",0.322,0.393,0.26,0,31.4,39,16,4.3,4.81,4.31,4.07,1.446,10,0.8,3,4.1,1.35,7.35802469135802,94,0.141975308641975,0.240740740740741,0.0432098765432099,0.037037037037037,4.45679012345679,70
"773",0.319,0.401,0.261,0,29.2,43,18,4.8,4.44,4.08,3.79,1.396,9.4,0.7,3.1,5.1,1.62,6.82098765432099,93,0.259259259259259,0.0555555555555556,0.0617283950617284,0.0308641975308642,4.32716049382716,71
"774",0.329,0.413,0.262,1,28.2,39,15,5.1,4.01,3.67,3.69,1.247,8.4,0.8,2.8,5.5,1.96,6.37654320987654,114,0.296296296296296,0.216049382716049,0.0740740740740741,0.0555555555555556,4.93827160493827,99
"775",0.314,0.356,0.239,0,27.9,35,14,6.7,4.38,3.98,4.02,1.382,8.5,0.8,3.9,5.8,1.49,6.98765432098765,95,0.179012345679012,0.209876543209877,0.0308641975308642,0.0308641975308642,3.84567901234568,74
"776",0.338,0.369,0.265,0,29.8,40,17,3.9,4.85,4.43,3.9,1.429,9.6,0.7,3.3,5,1.5,6.84567901234568,97,0.154320987654321,0.209876543209877,0.0493827160493827,0.0493827160493827,4.34567901234568,70
"777",0.335,0.427,0.274,0,27.8,39,16,6.7,4.19,3.8,4.21,1.268,8.2,1.1,3.2,5.4,1.68,6.41358024691358,103,0.172839506172839,0.259259259259259,0.0555555555555556,0.0432098765432099,4.87037037037037,92
"778",0.32,0.375,0.257,0,29.1,33,13,7.4,3.99,3.45,3.58,1.259,7.8,0.6,3.5,5.5,1.59,6.61728395061728,98,0.296296296296296,0.135802469135802,0.0864197530864197,0.0493827160493827,3.96913580246914,85
"779",0.32,0.397,0.271,0,30.3,38,18,5.5,4.71,4.25,4.17,1.395,9.6,0.8,2.9,3.7,1.26,6.93251533742331,96,0.300613496932515,0.116564417177914,0.049079754601227,0.0122699386503067,4.26993865030675,78.5153374233129
"780",0.318,0.379,0.25,1,28.1,40,16,5.5,3.74,3.1,3.31,1.251,8.2,0.6,3,6.1,2.02,6.93865030674847,116,0.245398773006135,0.165644171779141,0.0736196319018405,0.0613496932515337,4.01226993865031,90.441717791411
"781",0.333,0.418,0.277,0,29.8,36,16,7.2,4.37,4.02,4.07,1.378,9.4,0.8,3,4.3,1.4,7.12345679012346,94,0.265432098765432,0.216049382716049,0.0617283950617284,0.0432098765432099,4.71604938271605,87
"782",0.319,0.401,0.261,0,26,35,14,4.4,5.07,4.66,4.47,1.488,9.8,1,3.6,4.7,1.29,7.17901234567901,91,0.240740740740741,0.123456790123457,0.0308641975308642,0.0185185185185185,4.37654320987654,70
"783",0.326,0.386,0.264,0,28.4,41,15,7.1,3.96,3.58,3.64,1.281,8.6,0.7,2.9,5.5,1.88,6.69938650306749,100,0.208588957055215,0.233128834355828,0.0920245398773006,0.0858895705521472,4.15337423312883,81.4969325153374
"784",0.3,0.344,0.241,0,27.7,40,15,4.3,4.2,3.68,3.95,1.378,8.6,0.6,3.8,4.4,1.17,7.08641975308642,99,0.203703703703704,0.111111111111111,0.0432098765432099,0.0308641975308642,3.54938271604938,68
